 ,  ,   ,    ,     ,      ,       ,        ,         ,          ,           ,            ,
"Basketball-NBA: Brand Share-of-Market - Automobile/Truck: % of Fans Driving Brand Most Often",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Caffeine-Free Coca-Cola","","","","","","0.3","---","---","---","---	",,
"Diet 7 Up","","","","","","0.3","---","---","---","---	",,
"Coca-Cola Black Cherry Vanilla","","","","","","0.3","---","---","---","---	",,
"Coca-Cola Cherry Zero","","","","","","0.2","---","---","---","---	",,
"Diet Cherry Coke","","","","","","0.2","---","---","---","---	",,
"Diet Coke with Lime","","","","","","0.1","---","---","---","---	",,
"Other","","","","","","2.3","1.9","2.1","1.5","24.9",,
"Base (No. drank soft drink in past 12 months)","","","","","","71,176,000","67,269,000","60,678,000","59,381,000","52,306,000",,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","","",,,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Energy Drinks: % of Fans Drank Most Often in Past 12 Months",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Red Bull","","","","","","31.9","32.3","33.9","46.1",,,
"Monster Energy","","","","","","29.1","24.8","29.5","23.1",,,
"Rockstar","","","","","","7.5","11.5","7.8","9.0",,,
"Starbucks Double Shot, Starbucks Refreshers","","","","","","7.3","7.2","8.4","5.5",,,
"KickStart","","","","","","5.8","6.1","4.9","3.5",,,
"Arizona Energy","","","","","","1.7","1.3","2.2","2.4",,,
"Energy shots such as 5-hour Energy","","","","","","5.6","4.8","4.2","1.9",,,
"Full Throttle","","","","","","0.9","2.1","1.6","1.8",,,
"NOS Energy","","","","","","2.8","2.1","2.2","1.7",,,
"Venom Energy","","","","","","0.7","0.8","0.9","1.2",,,
"AMP Energy","","","","","","2.7","2.1","1.8","0.8",,,
"Xyience Xenergy","","","","","","1.1","0.3","0.9","---",,,
"Rip It","","","","","","0.8","1.2","0.5","0.3",,,
"Other","","","","","","2.0","3.0","1.4","2.7",,,
"Base (No. drinking energy drink in past 12 months)","","","","","","23,279,000","16,707,000","16,108,000","17,168,000",,,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","",,,,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Sports Drinks: % of Fans Drank Most Often in Past 12 Months",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Gatorade","","","","","","58.4","56.0","59.0","63.3","56.5",,
"Powerade, Powerade Zero","","","","","","16.9","15.6","16.8","15.6","18.2",,
"Vitamin Water, Vitamin Water Zero","","","","","","9.6","10.0","9.0","6.2","6.6",,
"G2","","","","","","6.3","8.9","6.1","6.6","5.8",,
"Propel","","","","","","3.4","3.1","2.7","2.2","---",,
"Muscle Milk","","","","","","2.2","1.5","2.3","1.5","---",,
"SoBe Lifewater","","","","","","1.8","3.1","1.3","1.5","---",,
"Gatorade Protein Shake","","","","","","0.5","0.3","1.5","1.0","---",,
"All Sport","","","","","","0.1","0.5","0.7","0.1","---",,
"Other","","","","","","0.8","0.9","0.7","1.0","12.9",,
"Base (No. drinking sports drink in past 12 months)","","","","","","54,316,000","48,412,000","42,161,000","42,114,000","35,667,000",,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","",,,,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Running/Jogging Shoes: % of Fans Wearing Brand Most Often",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Nike","","","","","","41.1","43.3","41.1","42.8","39.8",,
"New Balance","","","","","","13.7","12.6","12.7","12.8","13.1",,
"Adidas","","","","","","10.5","8.6","9.4","11.8","11.6",,
"Asics/Tiger","","","","","","8.1","8.6","8.7","6.7","7.7",,
"Skechers","","","","","","5.4","5.0","4.4","6.2","4.5",,
"Brooks","","","","","","2.1","3.5","3.9","3.0","4.3",,
"Under Armour","","","","","","1.3","1.4","2.3","1.8","3.1",,
"Saucony","","","","","","1.8","3.3","2.9","2.0","3.0",,
"Reebok","","","","","","5.4","4.3","4.5","3.6","2.8",,
"Puma","","","","","","2.2","1.5","2.0","1.3","2.6",,
"Fila","","","","","","1.7","1.1","0.6","2.2","1.7",,
"Champion","","","","","","1.2","1.5","1.0","1.2","---",,
"Avia","","","","","","1.0","2.0","1.1","0.9","---",,
"Mizuno","","","","","","0.6","1.3","0.7","0.4","---",,
"Other","","","","","","2.8","1.9","2.4","1.4","19.0",,
"Don't know","","","","","","1.1","0.8","2.2","1.6","---",,
"Base (No. of fans wearing running/jogging shoes)","","","","","","53,385,000","47,967,000","44,666,000","44,886,000","43,729,000",,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","","","","","",,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Cross Training/Fitness Shoes: % of Fans Wearing Brand Most Often",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Nike","","","","","","36.4","36.3","39.1","37.4","38.1",,
"New Balance","","","","","","20.1","16.8","14.3","16.8","17.1",,
"Adidas","","","","","","9.0","7.6","9.0","10.4","10.3",,
"Skechers","","","","","","5.9","6.8","4.3","5.6","6.2",,
"Reebok","","","","","","6.8","5.0","6.2","3.7","5.9",,
"Asics/Tiger","","","","","","6.7","7.3","7.7","5.1","3.9",,
"Under Armour","","","","","","1.9","1.9","2.4","3.2","---",,
"Brooks ","","","","","","1.1","2.2","2.2","3.1","---",,
"Puma","","","","","","2.5","2.0","2.5","2.7","---",,
"Converse","","","","","","0.8","1.0","0.6","1.5","---",,
"Saucony","","","","","","1.6","3.0","2.2","1.4","---",,
"Fila","","","","","","1.2","1.6","1.5","1.4","---",,
"Avia","","","","","","1.4","2.3","0.8","1.0","---",,
"Champion","","","","","","0.6","1.2","1.4","0.7","---",,
"Ryka","","","","","","---","0.3","0.5","0.3","---",,
"Other","","","","","","2.4","3.3","3.2","3.2","18.5",,
"Don't know","","","","","","1.6","1.4","2.1","2.6","---",,
"Base (No. of fans wearing cross training/fitness shoes)","","","","","","28,780,000","26,618,000","23,951,000","23,336,000","21,679,000",,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","","","",,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Basketball Shoes: % of Fans Wearing Brand Most Often",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Nike","","","","","","53.0","46.3","45.2","46.6","53.8",,
"Jordan","","","","","","17.4","20.2","19.6","21.5","15.3",,
"Adidas","","","","","","10.7","10.0","13.2","9.4","8.9",,
"New Balance","","","","","","4.0","6.0","3.1","5.2","4.8",,
"Converse","","","","","","5.5","2.5","3.6","4.7","3.9",,
"Under Armour","","","","","","1.2","3.7","1.7","1.5","3.8",,
"Reebok","","","","","","2.5","3.2","3.4","2.0","2.6",,
"Puma","","","","","","1.2","0.7","1.0","2.6","1.7",,
"Fila","","","","","","0.5","1.3","0.9","1.7","1.1",,
"Skechers","","","","","","0.3","0.8","1.9","0.8","1.0",,
"And1 (And One)","","","","","","0.4","1.2","0.9","0.2","0.5",,
"Champion","","","","","","2.4","2.3","1.8","0.8","---",,
"PF Flyers","","","","","","0.2","0.4","---","---","---",,
"Other","","","","","","0.6","0.6","0.4","0.8","2.6",,
"Base (No. of fans wearing basketball shoes)","","","","","","19,453,000","14,915,000","14,837,000","16,618,000","14,231,000",,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","",,,,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Cell Phone: % of Fans Using Brand Most Often",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Apple","","","","","","37.5","48.4","47.3","50.6","55.0",,
"Samsung","","","","","","30.1","28.0","26.7","26.3","25.4",,
"LG","","","","","","13.7","7.9","11.4","10.0","7.1",,
"Motorola","","","","","","5.4","4.2","4.1","3.8","3.5",,
"Google","","","","","","---","---","0.5","1.2","2.9",,
"Alcatel","","","","","","1.3","1.6","1.8","1.5","0.9",,
"ZTE","","","","","","---","1.6","1.3","1.8","0.6",,
"HTC","","","","","","2.5","1.3","1.1","0.6","---",,
"Nokia","","","","","","2.0","1.4","1.2","0.4","---",,
"Blackberry","","","","","","1.2","0.5","0.7","0.3","---",,
"Kyocera","","","","","","0.8","0.6","0.6","0.3","---",,
"Sony Ericsson","","","","","","0.4","0.1","0.1","0.2","---",,
"Pantech","","","","","","0.4","0.2","0.4","0.1","---",,
"Nexus","","","","","","0.2","0.3","0.2","---","---",,
"Other","","","","","","2.7","2.4","1.2","0.9","4.6",,
"Don't know","","","","","","1.9","1.6","1.5","0.8","---",,
"Base (No. of fans owning cell phone)","","","","","","82,159,000","79,649,000","74,166,000","73,598,000","68,865,000",,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","","","","","",,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Rental Cars: % of Fans Renting Brand Most Often",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Enterprise","","","","","","45.5","34.2","33.5","32.1",,,
"Hertz","","","","","","18.1","21.3","20.2","19.0",,,
"Budget","","","","","","10.8","10.9","12.9","13.0",,,
"Avis","","","","","","6.8","8.8","8.8","7.5",,,
"Alamo","","","","","","4.8","6.7","7.0","7.0",,,
"Dollar","","","","","","5.0","6.1","5.0","6.4",,,
"National ","","","","","","2.9","4.7","4.7","6.2",,,
"Thrifty","","","","","","1.6","2.7","2.2","3.2",,,
"Other","","","","","","1.3","2.5","2.5","2.4",,,
"Don't know","","","","","","3.1","2.0","3.0","3.2",,,
"Base (No. renting car in past year)","","","","","","31,973,000","38,599,000","35,228,000","34,983,000",,,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","",,,,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Phone Service for Cell Phone: % of Fans Using Brand Most Often",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"AT&T","","","","","","28.7","26.3","29.0","29.0","28.2",,
"Verizon Wireless","","","","","","28.1","33.3","28.5","27.6","26.7",,
"T-Mobile","","","","","","12.7","11.7","14.2","14.5","16.4",,
"Sprint","","","","","","8.9","10.0","8.8","8.7","8.9",,
"MetroPCS","","","","","","3.4","3.1","3.6","4.0","2.8",,
"TracFone","","","","","","4.4","2.8","2.8","2.7","2.7",,
"Boost Mobile","","","","","","1.4","1.1","1.7","2.7","2.0",,
"Xfinity/Comcast","","","","","","---","---","---","---","2.0",,
"Cricket","","","","","","2.0","2.0","2.5","2.1","1.7",,
"Consumer Cellular","","","","","","1.1","1.5","1.6","1.6","1.4",,
"Straight Talk","","","","","","2.1","2.1","1.2","1.4","1.3",,
"Virgin Mobile","","","","","","2.0","1.8","1.4","1.2","---",,
"U.S. Cellular","","","","","","1.0","1.2","1.2","0.8","---",,
"GreatCall (Jitterbug)","","","","","","0.4","---","0.2","0.5","---",,
"Net10 (TracFone)","","","","","","0.3","0.4","0.1","0.3","---",,
"Republic Wireless","","","","","","0.1","0.3","0.1","0.2","---",,
"Project Fi (Google)","","","","","","0.1","0.1","0.3","0.1","---",,
"GoPhone (AT&T)","","","","","","0.2","0.3","0.2","0.1","---",,
"Credo Mobile","","","","","","---","0.2","0.2","---","---",,
"Ting","","","","","","0.1","---","0.2","---","---",,
"Freewheel","","","","","","0.1","---","0.1","---","---",,
"Page Plus Cellular","","","","","","---","0.1","0.1","---","---",,
"Other","","","","","","2.1","1.3","1.7","1.8","5.9",,
"Don't know","","","","","","0.7","0.6","0.5","0.7","---",,
"Base (No. of fans using cell phones)","","","","","","82,159,000","79,649,000","74,166,000","73,598,000","68,865,000",,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","","","","","",,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Automobile/Truck Insurance for Vehicle Used Most Often: % of Fans Using for Automobile/Truck",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"State Farm","","","","","","19.1","19.3","18.7","15.6","19.2",,
"GEICO","","","","","","16.9","14.1","14.7","16.1","17.4",,
"Progressive","","","","","","9.8","7.0","7.1","7.4","9.0",,
"Allstate","","","","","","12.6","8.1","8.8","12.6","8.2",,
"USAA Insurance","","","","","","5.2","6.6","6.9","6.1","6.7",,
"AAA Insurance","","","","","","5.3","6.4","7.3","8.2","5.6",,
"Travelers Insurance","","","","","","1.3","1.4","2.2","2.0","2.9",,
"Farmers Insurance","","","","","","3.3","3.1","2.8","3.2","2.8",,
"Liberty Mutual","","","","","","2.6","3.1","3.3","3.6","2.3",,
"Nationwide","","","","","","2.3","2.9","2.8","2.2","2.0",,
"Safeco","","","","","","1.4","2.3","1.6","1.7","1.9",,
"Hartford Insurance","","","","","","1.5","3.0","--","1.3","1.6",,
"Farm Bureau Insurance","","","","","","---","1.4","---","1.4","1.5",,
"Erie Insurance","","","","","","1.4","2.2","1.5","1.4","---",,
"Amica","","","","","","0.4","1.1","---","1.4","---",,
"The General Auto Insurance","","","","","","0.2","0.3","0.4","0.2","---",,
"MetLife","","","","","","1.4","0.8","2.0","1.2","---",,
"Mercury ","","","","","","0.6","1.0","0.8","1.0","---",,
"Esurance","","","","","","0.9","1.0","---","0.9","---",,
"Auto-Owners Insurance","","","","","","0.4","0.3","---","0.7","---",,
"NJM/New Jersey Manufacturers Insurance Co.","","","","","","---","0.8","---","0.7","---",,
"SafeAuto","","","","","","0.1","---","0.1","0.6","---",,
"Ameriprise","","","","","","0.5","1.2","0.8","0.5","---",,
"21st Century","","","","","","1.1","0.6","0.9","0.4","---",,
"American Family Insurance","","","","","","1.1","1.9","---","1.5","---",,
"AIG Insurance","","","","","","0.2","0.4","---","0.3","---",,
"Country Financial","","","","","","0.8","0.4","---","0.2","---",,
"Hanover","","","","","","0.3","0.2","0.3","0.1","---",,
"Allied Insurance","","","","","","0.8","0.2","0.3","0.1","---",,
"Chubb","","","","","","0.1","0.2","0.2","0.1","---",,
"Western Auto Insurance","","","","","","0.2","0.1","0.1","0.1","---",,
"American National Property And Casualty (ANPAC)","","","","","","0.1","0.2"," 	---","0.1","---",,
"GMAC","","","","","","0.3","---","---","---","---",,
"Encompass","","","","","","0.3","0.2"," ---","---","---",,
"Other","","","","","","5.8","6.3","6.3","5.7","18.9",,
"Don't know","","","","","","1.5","1.9","2.2","1.2","---",,
"Base (No. of fans owning automobile/truck)","","","","","","70,401,000","70,473,000","64,221,000","63,819,000","62,011,000",,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","","","","","",,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Credit Cards: % of Fans Using Brand Most Often",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Visa","","","","","","55.9","58.8","57.1","55.8",,,
"MasterCard","","","","","","24.5","22.7","23.0","23.7",,,
"American Express","","","","","","9.4","9.7","11.8","12.6",,,
"Discover","","","","","","7.8","6.3","5.6","6.3",,,
"Store branded credit card with no network identified on the card","","","","","","1.2","0.9","0.9","0.6",,,
"Other","","","","","","0.2","0.5","---","---",,,
"Don't know","","","","","","0.9","1.0","1.7","1.1",,,
"Base (No. using credit cards)","","","","","","62,965,000","65,115,000","61,105,000","60,433,000",,,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","",,,,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Airlines: % of Fans Flew Most Often in Past 12 Months",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Southwest Airlines","","","","","","28.4","31.4","28.4","27.4","36.8",,
"American Airlines/US Ariways","","","","","","14.5","19.0","19.5","20.1","19.0",,
"Delta Airlines","","","","","","21.8","17.9","16.0","16.9","12.9",,
"United Airlines","","","","","","13.0","13.6","14.9","14.6","11.5",,
"Jet Blue Airlines","","","","","","8.4","7.4","7.8","8.6","7.0",,
"Alaska Airlines	","","","","","","3.7","3.4","5.0","3.6","4.0",,
"Spirit Airlines","","","","","","1.1","2.3","1.8","1.8","2.3",,
"Frontier Airlines","","","","","","1.3","1.4","1.5","2.0","1.5",,
"Allegiant Air","","","","","","---","1.3","1.1","1.4","1.2",,
"Hawiian Arilines","","","","","","0.8","0.2","1.1","1.0","---",,
"Virgin America Airlines","","","","","","0.4","1.3","0.8","0.8","---",,
"Other","","","","","","1.5","---","0.3","0.4","3.8",,
"Don't know","","","","","","1.4","0.7","1.6","1.4","---",,
"Base: Number of fans who have flown on domestic airline in past 12 months","","","","","","47,073,000","54,827,000","51,440,000","51,810,000","53,184,000",,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","",,,,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Brokerage Firms: % of Fans Used Most Often in Past 12 Months",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Fidelity Investments","","","","","","23.6","20.8","22.8",,,,
"Charles Schwab","","","","","","9.4","10.0","9.5",,,,
"Vanguard","","","","","","---","---","7.7",,,,
"Wells Fargo (Wells Trade)","","","","","","6.3","8.9","7.3",,,,
"Edward Jones","","","","","","6.1","5.8","6.6",,,,
"TD Ameritrade","","","","","","5.9","5.6","6.6",,,,
"Merrill Lynch (Merrill Edge)","","","","","","6.0","6.5","5.1",,,,
"E*trade","","","","","","8.8","7.0","4.6",,,,
"Scottrade","","","","","","4.7","3.6","3.3",,,,
"Morgan Stanley Smith Barney","","","","","","3.5","3.2","2.3",,,,
"USAA Brokerage","","","","","","1.5","2.2","2.1",,,,
"T. Rowe Price","","","","","","2.1","2.0","2.0",,,,
"UBS","","","","","","2.0","1.5","1.9",,,,
"Raymond James","","","","","","2.4","1.9","1.7",,,,
"Ameriprise Financial","","","","","","---","---","0.9",,,,
"Choice Trade","","","","","","0.1","0.3","0.3",,,,
"Tradeking","","","","","","0.6","0.9","0.3",,,,
"TradeStation","","","","","","0.5","0.3","---",,,,
"Other","","","","","","11.0","14.4","9.5",,,,
"Don't Know","","","","","","5.6","5.3","5.7",,,,
"Base (No. of fans using a Brokerage Firm))","","","","","","36,524,000","38,463,000","38,037,000",,,,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","","","",,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Tablet: % of Fans That Own a Tablet",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"Apple","","","","","","43.4","47.9","45.7","48.0",,,
"Samsung","","","","","","15.3","14.6","16.0","16.8",,,
"Amazon","","","","","","12.5","8.9","10.0","9.9",,,
"HP","","","","","","2.9","3.3","2.7","3.8",,,
"Dell","","","","","","3.5","2.7","2.6","3.3",,,
"Microsoft","","","","","","3.7","3.9","4.7","3.2",,,
"Lenova","","","","","","1.5","1.2","2.2","1.9",,,
"LG","","","","","","1.7","1.6","2.4","1.7",,,
"Asus","","","","","","2.9","2.4","1.7","1.7",,,
"AT&T	","","","","","","0.2","1.3","1.1","1.7",,,
"Acer","","","","","","2.0","1.7","3.0","1.5",,,
"Verizon","","","","","","1.4","1.3","1.1","1.0",,,
"RCA","","","","","","0.8","1.2","1.0","0.9",,,
"Sony","","","","","","1.1","1.1","0.6","0.6",,,
"Nexus","","","","","","1.9","2.2","1.0","0.4",,,
"Alcatel","","","","","","0.2","0.3","0.3","0.3",,,
"Nextbook","","","","","","0.4","0.6","0.3","0.2",,,
"Huawei","","","","","","---","0.2","0.2","0.1",,,
"Nokia","","","","","","0.4","0.3","0.2","---",,,
"RealPad","","","","","","0.1","---","0.1","---",,,
"Nvidia","","","","","","0.3","0.1","0.1","---",,,
"Other","","","","","","1.9","2.4","1.2","1.1",,,
"Don't know","","","","","","1.7","1.0","1.8","2.1",,,
"Base (No. that used tablet in the past 12 months)","","","","","","58,678,000","57,611,000","56,625,000","54,441,000",,,
"Source: SBRnet, Inc., 2021. All Rights Reserved.","","","","","","",,,,,,
,,,,,,,,,,,,
"Basketball-NBA: Brand Share-of-Market - Quick Service/Fast Food Restaurants: % of Fans Used Most Often in Past 12 Months",,,,,,,,,,,,
,,,,,,,,,,,,
Item,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
"McDonald's","","","","","","","23.5","24.3","24.9","22.8",,
"Chick-fil-A","","","","","","","9.2","8.8","10.8","14.2",,
"Starbuck's","","","","","","","9.6","8.6","8.7","8.7",,
"Burger King","","","","","","","5.0","7.0","6.8","6.5",,
"Wendy's","","","","","","","5.9","6.0","5.7","6.0",,
"Chipotle","","","","","","","5.2","4.8","3.8","5.8",,
"Subway","","","","","","","10.7","7.8","5.6","5.0",,
"Taco Bell","","","","","","","6.1","5.6","4.2","4.5",,
"Panera Bread","","","","","","","","","---","4.1",,
"Dunkin' Donuts","","","","","","","3.3","3.5","4.6","3.4",,
"KFC","","","","","","","1.9","2.0","2.3","---",,
"Domino's Pizza","","","","","","","2.0","2.1","2.2","---",,
"Pizza Hut","","","","","","","1.8","1.9","1.8","---",,
